1000000,99.60499955,75.18117736,224.522541,281.1047231,247.6783163,107.5549967,471.3517314,412.6888475,619.2591876,566.5879236,751.5004453,5,5,14
99.60499955,1000000,99.70042189,145.6596134,285.1922216,212.00125,151.1771663,441.2260804,394.7281194,588.9744559,524.8301389,708.8082316,5,5,15
75.18117736,99.70042189,1000000,172.5896787,209.0737091,174.1770175,51.51387248,396.1967615,337.831538,544.0780515,492.1199131,676.9012699,10,10,17
224.522541,145.6596134,172.5896787,1000000,231.9133264,119.3524133,203.209132,323.5421831,294.5494511,466.147522,393.1747315,573.912839,5,5,18
281.1047231,285.1922216,209.0737091,231.9133264,1000000,116.5662685,176.988878,214.5888698,143.1077297,353.8377091,322.4300273,499.4821346,5,5,21
247.6783163,212.00125,174.1770175,119.3524133,116.5662685,1000000,172.4863298,229.6796798,184.8118637,377.9105156,319.4302435,504.4633262,5,5,24
107.5549967,151.1771663,51.51387248,203.209132,176.988878,172.4863298,1000000,378.8237636,314.5904352,524.5219983,480.0993824,663.3300296,5,5,27
471.3517314,441.2260804,396.1967615,323.5421831,214.5888698,229.6796798,378.8237636,1000000,75.6053595,148.4387747,109.3941727,285.6677534,5,5,29
412.6888475,394.7281194,337.831538,294.5494511,143.1077297,184.8118637,314.5904352,75.6053595,1000000,210.9863171,184.9151989,356.9596753,5,5,31
619.2591876,588.9744559,544.0780515,466.147522,353.8377091,377.9105156,524.5219983,148.4387747,210.9863171,1000000,91.999341,154.4916763,10,10,34
566.5879236,524.8301389,492.1199131,393.1747315,322.4300273,319.4302435,480.0993824,109.3941727,184.9151989,91.999341,1000000,185.0340246,5,5,35
751.5004453,708.8082316,676.9012699,573.912839,499.4821346,504.4633262,663.3300296,285.6677534,356.9596753,154.4916763,185.0340246,1000000,10,10,41